term,overlap,set_size,query_size,p,genes,FDR,fold,direction,library
Positive Regulation Of Interleukin-10 Production (GO:0032733),1,16,264,0.293575764313647,ISG15,0.5464847011168285,2.9105113636363633,Up,GO_BP
Positive Regulation Of Interleukin-12 Production (GO:0032735),1,16,264,0.293575764313647,IRF5,0.5464847011168285,2.9105113636363633,Up,GO_BP
Establishment Of Skin Barrier (GO:0061436),1,16,264,0.293575764313647,IL18,0.5464847011168285,2.9105113636363633,Up,GO_BP
Superoxide Metabolic Process (GO:0006801),1,16,264,0.293575764313647,NOX5,0.5464847011168285,2.9105113636363633,Up,GO_BP
Prostaglandin Metabolic Process (GO:0006693),1,16,264,0.293575764313647,TBXAS1,0.5464847011168285,2.9105113636363633,Up,GO_BP
Bile Acid Biosynthetic Process (GO:0006699),1,16,264,0.293575764313647,OSBPL6,0.5464847011168285,2.9105113636363633,Up,GO_BP
Establishment Of Vesicle Localization (GO:0051650),1,16,264,0.293575764313647,KIF5C,0.5464847011168285,2.9105113636363633,Up,GO_BP
Negative Regulation Of Small GTPase Mediated Signal Transduction (GO:0051058),1,16,264,0.293575764313647,SPRY4,0.5464847011168285,2.9105113636363633,Up,GO_BP
Negative Regulation Of Protein Transport (GO:0051224),1,16,264,0.293575764313647,RSAD2,0.5464847011168285,2.9105113636363633,Up,GO_BP
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),1,16,264,0.293575764313647,CREB3L1,0.5464847011168285,2.9105113636363633,Up,GO_BP
Regulation Of Cholesterol Metabolic Process (GO:0090181),1,16,264,0.293575764313647,ABCG1,0.5464847011168285,2.9105113636363633,Up,GO_BP
Long-Chain Fatty Acid Transport (GO:0015909),1,16,264,0.293575764313647,MFSD2A,0.5464847011168285,2.9105113636363633,Up,GO_BP
Blood Vessel Endothelial Cell Migration (GO:0043534),1,16,264,0.293575764313647,ID1,0.5464847011168285,2.9105113636363633,Up,GO_BP
Carbohydrate Derivative Transport (GO:1901264),1,16,264,0.293575764313647,MFSD2A,0.5464847011168285,2.9105113636363633,Up,GO_BP
Regulation Of Blood Circulation (GO:1903522),1,16,264,0.293575764313647,BDKRB2,0.5464847011168285,2.9105113636363633,Up,GO_BP
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),1,16,264,0.293575764313647,KLF4,0.5464847011168285,2.9105113636363633,Up,GO_BP
Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993),1,16,264,0.293575764313647,ABCG1,0.5464847011168285,2.9105113636363633,Up,GO_BP
Phosphatidylinositol Dephosphorylation (GO:0046856),1,16,264,0.293575764313647,PIP4P2,0.5464847011168285,2.9105113636363633,Up,GO_BP
Regulation Of Muscle Cell Differentiation (GO:0051147),1,16,264,0.293575764313647,LAMB1,0.5464847011168285,2.9105113636363633,Up,GO_BP
Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle (GO:0000083),1,16,264,0.293575764313647,CDK14,0.5464847011168285,2.9105113636363633,Up,GO_BP
Peptidyl-Glutamic Acid Modification (GO:0018200),1,16,264,0.293575764313647,TTLL3,0.5464847011168285,2.9105113636363633,Up,GO_BP
Negative Regulation Of Anoikis (GO:2000811),1,16,264,0.293575764313647,ITGA5,0.5464847011168285,2.9105113636363633,Up,GO_BP
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),1,16,264,0.293575764313647,APLP1,0.5464847011168285,2.9105113636363633,Up,GO_BP
Negative Regulation Of Axonogenesis (GO:0050771),1,16,264,0.293575764313647,ULK1,0.5464847011168285,2.9105113636363633,Up,GO_BP
Amino Acid Import Across Plasma Membrane (GO:0089718),1,16,264,0.293575764313647,SLC1A1,0.5464847011168285,2.9105113636363633,Up,GO_BP
Negative Regulation Of Wound Healing (GO:0061045),1,16,264,0.293575764313647,PHLDB2,0.5464847011168285,2.9105113636363633,Up,GO_BP
Neuromuscular Junction Development (GO:0007528),1,16,264,0.293575764313647,F2R,0.5464847011168285,2.9105113636363633,Up,GO_BP
Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444),1,16,264,0.293575764313647,DTX3L,0.5464847011168285,2.9105113636363633,Up,GO_BP
Sensory Perception (GO:0007600),1,16,264,0.293575764313647,OPRL1,0.5464847011168285,2.9105113636363633,Up,GO_BP
Retina Homeostasis (GO:0001895),1,16,264,0.293575764313647,B2M,0.5464847011168285,2.9105113636363633,Up,GO_BP
Regulation Of Triglyceride Biosynthetic Process (GO:0010866),1,16,264,0.293575764313647,MFSD2A,0.5464847011168285,2.9105113636363633,Up,GO_BP
Osteoclast Differentiation (GO:0030316),1,16,264,0.293575764313647,SLC4A2,0.5464847011168285,2.9105113636363633,Up,GO_BP
Ameboidal-Type Cell Migration (GO:0001667),1,16,264,0.293575764313647,TNS1,0.5464847011168285,2.9105113636363633,Up,GO_BP
DNA Repair-Dependent Chromatin Remodeling (GO:0140861),1,16,264,0.293575764313647,DTX3L,0.5464847011168285,2.9105113636363633,Up,GO_BP
Triglyceride Homeostasis (GO:0070328),1,16,264,0.293575764313647,IL18,0.5464847011168285,2.9105113636363633,Up,GO_BP
Protein Autophosphorylation (GO:0046777),4,128,264,0.2957230792259586,MKNK2;TNIK;ULK1;WNK2,0.5497566070985871,1.4552556818181817,Up,GO_BP
Selective Autophagy (GO:0061912),2,51,264,0.2996248079298776,SNX7;ULK1,0.5500854917688576,1.8262032085561497,Up,GO_BP
Organelle Disassembly (GO:1903008),2,51,264,0.2996248079298776,SNX7;ULK1,0.5500854917688576,1.8262032085561497,Up,GO_BP
Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),2,51,264,0.2996248079298776,F2R;IL18,0.5500854917688576,1.8262032085561497,Up,GO_BP
Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),3,90,264,0.30480070995403113,KLF4;PKD1;UBE2E2,0.5500854917688576,1.5522727272727272,Up,GO_BP
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),2,52,264,0.3075861698944747,B2M;STAT1,0.5500854917688576,1.791083916083916,Up,GO_BP
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376),1,17,264,0.30876520870371027,PID1,0.5500854917688576,2.7393048128342246,Up,GO_BP
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),1,17,264,0.30876520870371027,PID1,0.5500854917688576,2.7393048128342246,Up,GO_BP
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),1,17,264,0.30876520870371027,TNFAIP3,0.5500854917688576,2.7393048128342246,Up,GO_BP
Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841),1,17,264,0.30876520870371027,SEMA3B,0.5500854917688576,2.7393048128342246,Up,GO_BP
Glycogen Metabolic Process (GO:0005977),1,17,264,0.30876520870371027,PYGL,0.5500854917688576,2.7393048128342246,Up,GO_BP
Iron Ion Transport (GO:0006826),1,17,264,0.30876520870371027,STEAP3,0.5500854917688576,2.7393048128342246,Up,GO_BP
Limb Development (GO:0060173),1,17,264,0.30876520870371027,PTCH1,0.5500854917688576,2.7393048128342246,Up,GO_BP
Cellular Lipid Catabolic Process (GO:0044242),1,17,264,0.30876520870371027,LPIN2,0.5500854917688576,2.7393048128342246,Up,GO_BP
Negative Regulation Of ERBB Signaling Pathway (GO:1901185),1,17,264,0.30876520870371027,MVP,0.5500854917688576,2.7393048128342246,Up,GO_BP
Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),1,17,264,0.30876520870371027,KIF26A,0.5500854917688576,2.7393048128342246,Up,GO_BP
DNA Methylation (GO:0006306),1,17,264,0.30876520870371027,ZDBF2,0.5500854917688576,2.7393048128342246,Up,GO_BP
Toll-Like Receptor Signaling Pathway (GO:0002224),1,17,264,0.30876520870371027,TICAM1,0.5500854917688576,2.7393048128342246,Up,GO_BP
Amide Transport (GO:0042886),1,17,264,0.30876520870371027,SLC1A1,0.5500854917688576,2.7393048128342246,Up,GO_BP
ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194),1,17,264,0.30876520870371027,HELZ2,0.5500854917688576,2.7393048128342246,Up,GO_BP
Regulation Of Extracellular Matrix Organization (GO:1903053),1,17,264,0.30876520870371027,LAMB1,0.5500854917688576,2.7393048128342246,Up,GO_BP
Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314),1,17,264,0.30876520870371027,JPH3,0.5500854917688576,2.7393048128342246,Up,GO_BP
Regulation Of Necroptotic Process (GO:0060544),1,17,264,0.30876520870371027,CASP8,0.5500854917688576,2.7393048128342246,Up,GO_BP
Regulation Of Long-Term Synaptic Potentiation (GO:1900271),1,17,264,0.30876520870371027,SHANK3,0.5500854917688576,2.7393048128342246,Up,GO_BP
Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143),1,17,264,0.30876520870371027,TNFAIP3,0.5500854917688576,2.7393048128342246,Up,GO_BP
Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762),1,17,264,0.30876520870371027,TMEM178A,0.5500854917688576,2.7393048128342246,Up,GO_BP
Positive Regulation Of Calcium Ion Transport (GO:0051928),1,17,264,0.30876520870371027,F2R,0.5500854917688576,2.7393048128342246,Up,GO_BP
fatty-acyl-CoA Metabolic Process (GO:0035337),1,17,264,0.30876520870371027,DGAT1,0.5500854917688576,2.7393048128342246,Up,GO_BP
Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894),1,17,264,0.30876520870371027,F2R,0.5500854917688576,2.7393048128342246,Up,GO_BP
Respiratory Tube Development (GO:0030323),1,17,264,0.30876520870371027,STRA6,0.5500854917688576,2.7393048128342246,Up,GO_BP
Muscle Cell Development (GO:0055001),1,17,264,0.30876520870371027,BIN1,0.5500854917688576,2.7393048128342246,Up,GO_BP
Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),1,17,264,0.30876520870371027,JPH3,0.5500854917688576,2.7393048128342246,Up,GO_BP
Negative Regulation Of Phosphate Metabolic Process (GO:0045936),1,17,264,0.30876520870371027,BMP7,0.5500854917688576,2.7393048128342246,Up,GO_BP
Cellular Response To Amyloid-Beta (GO:1904646),1,17,264,0.30876520870371027,CASP4,0.5500854917688576,2.7393048128342246,Up,GO_BP
Regulation Of MAPK Cascade (GO:0043408),4,131,264,0.31025635277728186,F2R;JCAD;LIF;TNIK,0.5520450362783665,1.4219292158223458,Up,GO_BP
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),4,132,264,0.3151170846860515,CREB3L1;KLF4;MYADM;OPTN,0.5541758361394928,1.4111570247933884,Up,GO_BP
Negative Regulation Of Neuron Death (GO:1901215),2,53,264,0.31552990914229906,F2R;NRBP2,0.5541758361394928,1.7572898799313894,Up,GO_BP
Negative Regulation Of Cell Adhesion (GO:0007162),2,53,264,0.31552990914229906,ARHGDIG;PLXNA3,0.5541758361394928,1.7572898799313894,Up,GO_BP
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),6,215,264,0.31579625306679887,BMP7;DTX3L;KLF4;PID1;TICAM1;WNT5A,0.5541758361394928,1.2995771670190275,Up,GO_BP
Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178),3,92,264,0.31658767573371177,BMP7;ID1;STUB1,0.5541758361394928,1.5185276679841897,Up,GO_BP
Intrinsic Apoptotic Signaling Pathway (GO:0097193),3,92,264,0.31658767573371177,BBC3;CASP4;IFI6,0.5541758361394928,1.5185276679841897,Up,GO_BP
Modification-Dependent Protein Catabolic Process (GO:0019941),5,174,264,0.31886223035572514,DTX3L;ISG15;RNF144A;STUB1;UBE2H,0.5541758361394928,1.338166144200627,Up,GO_BP
Positive Regulation Of Cell Cycle Process (GO:0090068),3,93,264,0.32248503958640934,BTC;CDC14B;SVIL,0.5541758361394928,1.502199413489736,Up,GO_BP
Positive Regulation Of Macroautophagy (GO:0016239),2,54,264,0.32345311925559006,OPTN;SNX7,0.5541758361394928,1.7247474747474747,Up,GO_BP
Positive Regulation Of Secretion By Cell (GO:1903532),2,54,264,0.32345311925559006,ADAM8;BAIAP3,0.5541758361394928,1.7247474747474747,Up,GO_BP
Neutrophil Chemotaxis (GO:0030593),1,18,264,0.323629262210448,S100A9,0.5541758361394928,2.587121212121212,Up,GO_BP
Nucleotide Biosynthetic Process (GO:0009165),1,18,264,0.323629262210448,NMNAT2,0.5541758361394928,2.587121212121212,Up,GO_BP
Negative Regulation Of Cell Junction Assembly (GO:1901889),1,18,264,0.323629262210448,PHLDB2,0.5541758361394928,2.587121212121212,Up,GO_BP
Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178),1,18,264,0.323629262210448,BAIAP3,0.5541758361394928,2.587121212121212,Up,GO_BP
Skin Epidermis Development (GO:0098773),1,18,264,0.323629262210448,IL18,0.5541758361394928,2.587121212121212,Up,GO_BP
RNA-mediated Gene Silencing (GO:0031047),1,18,264,0.323629262210448,HELZ2,0.5541758361394928,2.587121212121212,Up,GO_BP
Negative Regulation Of Neurogenesis (GO:0050768),1,18,264,0.323629262210448,B2M,0.5541758361394928,2.587121212121212,Up,GO_BP
Negative Regulation Of Intracellular Protein Transport (GO:0090317),1,18,264,0.323629262210448,SP100,0.5541758361394928,2.587121212121212,Up,GO_BP
Positive Regulation Of Viral Life Cycle (GO:1903902),1,18,264,0.323629262210448,LGALS1,0.5541758361394928,2.587121212121212,Up,GO_BP
Fatty Acid Transport (GO:0015908),1,18,264,0.323629262210448,MFSD2A,0.5541758361394928,2.587121212121212,Up,GO_BP
Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427),1,18,264,0.323629262210448,F2R,0.5541758361394928,2.587121212121212,Up,GO_BP
Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),1,18,264,0.323629262210448,HLA-A,0.5541758361394928,2.587121212121212,Up,GO_BP
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771),1,18,264,0.323629262210448,DDIT4,0.5541758361394928,2.587121212121212,Up,GO_BP
Myofibril Assembly (GO:0030239),1,18,264,0.323629262210448,TNNT1,0.5541758361394928,2.587121212121212,Up,GO_BP
Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137),1,18,264,0.323629262210448,RASSF2,0.5541758361394928,2.587121212121212,Up,GO_BP
Maintenance Of Protein Location In Nucleus (GO:0051457),1,18,264,0.323629262210448,SP100,0.5541758361394928,2.587121212121212,Up,GO_BP
Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223),1,18,264,0.323629262210448,BMP7,0.5541758361394928,2.587121212121212,Up,GO_BP
Axon Extension (GO:0048675),1,18,264,0.323629262210448,ULK1,0.5541758361394928,2.587121212121212,Up,GO_BP
Vesicle Docking (GO:0048278),1,18,264,0.323629262210448,TSNARE1,0.5541758361394928,2.587121212121212,Up,GO_BP
Cellular Response To Steroid Hormone Stimulus (GO:0071383),1,18,264,0.323629262210448,BMP7,0.5541758361394928,2.587121212121212,Up,GO_BP
Regulation Of Fibroblast Migration (GO:0010762),1,18,264,0.323629262210448,PRR5L,0.5541758361394928,2.587121212121212,Up,GO_BP
Regulation Of Cold-Induced Thermogenesis (GO:0120161),3,94,264,0.328383088628788,ID1;IL18;IL4R,0.5607106237706903,1.4862185686653773,Up,GO_BP
T Cell Receptor Signaling Pathway (GO:0050852),2,55,264,0.3313530258097252,HLA-A;RFTN1,0.5607106237706903,1.693388429752066,Up,GO_BP
Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),2,55,264,0.3313530258097252,MYADM;SHANK3,0.5607106237706903,1.693388429752066,Up,GO_BP
Negative Regulation Of Catabolic Process (GO:0009895),2,55,264,0.3313530258097252,ADGRB1;CST3,0.5607106237706903,1.693388429752066,Up,GO_BP
Regulation Of NIK/NF-kappaB Signaling (GO:1901222),2,55,264,0.3313530258097252,BMP7;RASSF2,0.5607106237706903,1.693388429752066,Up,GO_BP
Neuron Differentiation (GO:0030182),3,95,264,0.3342804335206226,DDIT4;NRBP2;WNT5A,0.5607106237706903,1.470574162679426,Up,GO_BP
Vasculogenesis (GO:0001570),1,19,264,0.33817486947473946,EGFL7,0.5607106237706903,2.4509569377990434,Up,GO_BP
Artery Morphogenesis (GO:0048844),1,19,264,0.33817486947473946,STRA6,0.5607106237706903,2.4509569377990434,Up,GO_BP
Positive Regulation Of Cholesterol Transport (GO:0032376),1,19,264,0.33817486947473946,PTCH1,0.5607106237706903,2.4509569377990434,Up,GO_BP
Phospholipid Catabolic Process (GO:0009395),1,19,264,0.33817486947473946,PLA2G4C,0.5607106237706903,2.4509569377990434,Up,GO_BP
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469),1,19,264,0.33817486947473946,KCTD17,0.5607106237706903,2.4509569377990434,Up,GO_BP
Positive Regulation Of Cilium Assembly (GO:0045724),1,19,264,0.33817486947473946,KCTD17,0.5607106237706903,2.4509569377990434,Up,GO_BP
Cellular Response To Misfolded Protein (GO:0071218),1,19,264,0.33817486947473946,STUB1,0.5607106237706903,2.4509569377990434,Up,GO_BP
Regulation Of Actin Filament Bundle Assembly (GO:0032231),1,19,264,0.33817486947473946,SHANK3,0.5607106237706903,2.4509569377990434,Up,GO_BP
Positive Regulation Of Protein Autophosphorylation (GO:0031954),1,19,264,0.33817486947473946,RASSF2,0.5607106237706903,2.4509569377990434,Up,GO_BP
Regulation Of Biomineral Tissue Development (GO:0070167),1,19,264,0.33817486947473946,ECM1,0.5607106237706903,2.4509569377990434,Up,GO_BP
Positive Regulation Of Lymphocyte Activation (GO:0051251),1,19,264,0.33817486947473946,TICAM1,0.5607106237706903,2.4509569377990434,Up,GO_BP
Glial Cell Development (GO:0021782),1,19,264,0.33817486947473946,S100A9,0.5607106237706903,2.4509569377990434,Up,GO_BP
Purine Nucleotide Biosynthetic Process (GO:0006164),1,19,264,0.33817486947473946,NMNAT2,0.5607106237706903,2.4509569377990434,Up,GO_BP
Morphogenesis Of An Epithelium (GO:0002009),1,19,264,0.33817486947473946,SOX8,0.5607106237706903,2.4509569377990434,Up,GO_BP
Positive Regulation Of Vacuole Organization (GO:0044090),1,19,264,0.33817486947473946,SNX7,0.5607106237706903,2.4509569377990434,Up,GO_BP
Response To Amyloid-Beta (GO:1904645),1,19,264,0.33817486947473946,CASP4,0.5607106237706903,2.4509569377990434,Up,GO_BP
Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099),1,19,264,0.33817486947473946,MVP,0.5607106237706903,2.4509569377990434,Up,GO_BP
Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235),1,19,264,0.33817486947473946,CREB3L1,0.5607106237706903,2.4509569377990434,Up,GO_BP
Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483),1,19,264,0.33817486947473946,HLA-A,0.5607106237706903,2.4509569377990434,Up,GO_BP
Negative Regulation Of Smoothened Signaling Pathway (GO:0045879),1,19,264,0.33817486947473946,PTCH1,0.5607106237706903,2.4509569377990434,Up,GO_BP
Negative Regulation Of DNA Binding (GO:0043392),1,19,264,0.33817486947473946,SP100,0.5607106237706903,2.4509569377990434,Up,GO_BP
Monoatomic Ion Transport (GO:0006811),2,56,264,0.339226982081779,SLC1A1;SLC4A2,0.561136309164584,1.6631493506493507,Up,GO_BP
Positive Regulation Of Organelle Assembly (GO:1902117),2,56,264,0.339226982081779,KCTD17;SNX7,0.561136309164584,1.6631493506493507,Up,GO_BP
Protein Autoubiquitination (GO:0051865),2,57,264,0.34707246488139015,DTX3L;STUB1,0.5644141379884831,1.6339712918660287,Up,GO_BP
Endocytic Recycling (GO:0032456),2,57,264,0.34707246488139015,MICALL2;SNX7,0.5644141379884831,1.6339712918660287,Up,GO_BP
Positive Regulation Of T Cell Activation (GO:0050870),2,57,264,0.34707246488139015,B2M;HLA-A,0.5644141379884831,1.6339712918660287,Up,GO_BP
Positive Regulation Of Protein Transport (GO:0051222),2,57,264,0.34707246488139015,ADAM8;PRR5L,0.5644141379884831,1.6339712918660287,Up,GO_BP
Plasma Membrane Organization (GO:0007009),2,57,264,0.34707246488139015,BIN1;COL5A1,0.5644141379884831,1.6339712918660287,Up,GO_BP
Response To Endoplasmic Reticulum Stress (GO:0034976),3,98,264,0.351954797126572,BBC3;CASP4;CREB3L1,0.5644141379884831,1.425556586270872,Up,GO_BP
Regulation Of Blood Coagulation (GO:0030193),1,20,264,0.3524088274754455,F2R,0.5644141379884831,2.328409090909091,Up,GO_BP
Regulation Of Neuron Migration (GO:2001222),1,20,264,0.3524088274754455,KIF26A,0.5644141379884831,2.328409090909091,Up,GO_BP
Cellular Response To Osmotic Stress (GO:0071470),1,20,264,0.3524088274754455,SERPINB6,0.5644141379884831,2.328409090909091,Up,GO_BP
Negative Regulation Of Protein Localization To Membrane (GO:1905476),1,20,264,0.3524088274754455,PID1,0.5644141379884831,2.328409090909091,Up,GO_BP
Axoneme Assembly (GO:0035082),1,20,264,0.3524088274754455,TTLL3,0.5644141379884831,2.328409090909091,Up,GO_BP
